uid,time,page
83,8894,page1
22,8156,page1
84,8995,page1
1,10442,page1
99,12603,page1
99,12605,page3
99,12613,page21
99,12624,page28
99,12632,page52
39,7607,page1
10,10581,page1
93,6959,page1
93,6965,page11
93,6977,page99
93,7004,page85
26,9382,page1
26,9394,page11
26,9398,page45
23,8768,page1
46,8414,page1
46,8436,page75
46,8439,page60
64,7747,page1
64,7774,page81
35,10819,page1
75,9219,page1
1,10520,page1
1,10536,page82
1,10562,page29
60,9574,page1
27,9824,page1
27,9844,page23
27,9848,page12
72,9721,page1
72,9731,page80
72,9735,page47
28,7853,page1
3,7228,page1
95,9073,page1
76,10604,page1
76,10628,page20
71,10316,page96
71,10339,page27
6,10651,page1
20,9367,page1
88,9409,page1
4,9578,page25
4,9587,page22
2,11351,page1
40,9207,page1
40,9223,page57
40,9228,page92
32,9806,page1
8,8076,page1
8,8079,page28
61,8702,page1
61,8726,page16
58,10138,page1
17,10171,page1
73,7577,page1
73,7586,page59
73,7598,page34
73,7604,page68
91,9829,page1
91,9843,page58
65,11057,page92
65,11061,page31
65,11066,page77
12,9043,page72
12,9055,page22
91,9881,page1
91,9881,page31
77,10295,page1
77,10324,page13
77,10349,page69
78,8623,page1
78,8624,page76
10,10625,page1
0,9227,page1
0,9243,page38
0,9260,page42
94,6830,page1
77,10393,page10
77,10409,page37
98,8671,page1
77,10443,page1
77,10456,page60
47,9907,page1
47,9918,page61
47,9934,page5
47,9941,page91
47,9957,page18
47,9968,page13
47,9968,page29
65,11096,page1
65,11098,page82
89,9313,page1
25,11558,page1
37,10820,page1
37,10824,page64
92,8596,page1
92,8616,page36
92,8637,page30
12,9147,page1
99,12726,page1
21,9902,page1
21,9927,page95
21,9927,page88
21,9944,page49
75,9256,page94
96,9081,page1
79,8369,page1
79,8381,page15
79,8384,page36
79,8384,page28
79,8405,page12
50,10986,page1
50,11009,page87
50,11013,page20
63,8960,page1
86,11369,page1
86,11377,page85
86,11380,page35
86,11404,page79
14,11856,page1
14,11859,page53
17,10273,page1
47,10021,page55
47,10047,page25
2,11500,page1
2,11520,page53
2,11544,page43
50,11040,page1
66,9829,page19
0,9262,page1
79,8474,page1
34,9222,page1
34,9241,page57
34,9264,page47
47,10107,page57
39,7739,page75
39,7740,page40
59,9408,page1
60,9704,page1
51,10034,page1
92,8806,page1
92,8822,page97
92,8839,page22
26,9498,page1
26,9515,page59
26,9535,page49
26,9553,page55
26,9555,page79
26,9583,page12
26,9591,page85
26,9597,page52
26,9626,page41
8,8300,page1
8,8305,page14
63,9046,page1
37,10973,page1
62,10372,page1
62,10391,page95
62,10394,page64
83,9030,page1
83,9043,page30
83,9053,page58
83,9068,page34
74,9244,page1
74,9258,page20
5,8020,page1
5,8023,page5
73,7793,page1
73,7804,page37
19,11421,page1
24,8631,page19
72,9874,page1
72,9884,page55
17,10425,page1
30,10692,page1
30,10697,page85
90,10616,page1
99,12884,page1
99,12884,page100
99,12887,page15
35,10970,page1
77,10494,page1
77,10505,page49
90,10739,page1
90,10746,page30
90,10746,page30
64,7860,page1
64,7881,page37
64,7910,page7
64,7939,page7
64,7955,page43
64,7957,page38
82,9234,page1
90,10943,page1
90,10952,page15
75,9392,page1
75,9397,page46
87,10524,page33
87,10552,page58
45,10079,page1
45,10107,page32
45,10129,page17
62,10472,page1
10,10725,page1
90,11111,page1
90,11125,page59
90,11130,page95
90,11140,page74
90,11151,page47
90,11162,page100
12,9199,page65
12,9226,page52
12,9240,page10
12,9250,page69
58,10210,page1
58,10228,page6
58,10256,page99
60,9855,page1
60,9856,page18
50,11208,page1
43,9725,page1
43,9754,page46
47,10185,page1
47,10193,page90
40,9416,page1
40,9419,page94
5,8135,page1
90,11333,page1
59,9549,page1
58,10296,page1
58,10312,page40
58,10325,page19
58,10339,page30
58,10346,page43
58,10348,page76
58,10377,page60
85,10951,page1
85,10972,page36
14,11987,page1
22,8264,page1
60,10017,page1
60,10044,page87
65,11131,page1
65,11151,page85
65,11155,page38
18,8609,page1
18,8626,page74
18,8645,page19
24,8809,page1
24,8816,page84
17,10477,page94
91,9916,page17
91,9935,page45
24,8848,page1
1,10712,page1
1,10724,page56
1,10729,page86
1,10745,page100
1,10752,page85
58,10448,page1
58,10453,page96
21,9953,page1
21,9967,page49
41,9954,page1
67,7872,page1
67,7877,page89
31,8071,page1
31,8077,page2
22,8385,page1
94,6996,page1
94,7018,page48
94,7044,page64
94,7065,page75
96,9205,page1
44,8098,page1
44,8119,page37
46,8524,page1
46,8528,page13
73,7834,page1
73,7858,page94
73,7887,page30
5,8237,page4
5,8237,page94
5,8262,page35
5,8277,page67
5,8296,page33
4,9754,page1
4,9775,page59
48,12259,page1
67,7883,page1
73,8026,page1
9,9405,page1
9,9416,page36
9,9444,page40
9,9466,page68
40,9439,page1
66,9967,page1
66,9974,page18
92,8972,page1
20,9457,page1
52,9225,page1
52,9245,page76
78,8833,page16
78,8855,page17
86,11512,page1
50,11339,page1
50,11366,page69
50,11373,page52
66,10144,page1
71,10352,page1
40,9453,page1
40,9460,page31
1,10781,page34
18,8709,page1
18,8715,page12
18,8721,page83
39,7760,page1
39,7760,page76
27,9888,page1
71,10397,page1
71,10405,page7
71,10422,page54
71,10444,page7
8,8305,page1
8,8322,page62
51,10336,page1
16,10716,page1
50,11415,page1
78,8934,page34
16,10716,page1
16,10732,page3
16,10748,page64
16,10751,page96
14,12069,page78
47,10267,page1
59,9599,page18
59,9621,page96
59,9626,page83
56,10638,page82
56,10639,page68
25,11629,page1
25,11638,page12
40,9610,page1
40,9634,page94
13,7996,page1
34,9353,page1
64,8122,page1
64,8125,page26
64,8131,page100
64,8134,page86
45,10164,page1
3,7250,page29
23,8914,page1
99,12959,page1
44,8132,page1
44,8161,page15
44,8170,page25
29,11059,page1
29,11086,page34
29,11092,page2
70,10287,page1
95,9118,page1
28,7949,page1
75,9420,page1
75,9434,page69
75,9456,page43
75,9471,page70
75,9475,page62
70,10460,page1
59,9750,page1
59,9755,page13
59,9782,page48
89,9360,page1
89,9387,page25
34,9438,page1
34,9445,page90
34,9463,page54
34,9491,page56
34,9503,page61
34,9524,page88
75,9619,page1
6,10719,page1
74,9417,page17
95,9181,page1
10,10743,page1
76,10684,page1
68,8748,page3
82,9396,page1
78,9020,page1
78,9022,page52
67,7916,page1
67,7924,page92
39,7883,page1
39,7896,page97
39,7908,page97
39,7909,page77
55,9801,page1
55,9812,page98
55,9816,page75
22,8456,page1
22,8485,page36
22,8513,page40
22,8537,page83
86,11685,page10
87,10738,page1
87,10754,page74
87,10760,page46
87,10772,page45
28,7972,page1
28,7992,page26
17,10639,page11
17,10655,page63
17,10662,page94
17,10672,page67
73,8206,page1
73,8222,page36
14,12081,page1
93,7240,page1
93,7242,page58
93,7270,page48
62,10472,page1
88,9544,page1
88,9634,page1
46,8723,page1
46,8752,page92
81,10460,page1
81,10481,page72
81,10500,page69
79,8610,page1
16,10834,page1
10,10797,page1
10,10819,page5
57,9436,page1
57,9463,page64
57,9488,page86
48,12303,page1
20,9467,page1
20,9477,page5
20,9503,page26
47,10361,page1
47,10364,page3
47,10380,page71
91,9991,page1
91,9993,page1
30,10886,page1
30,10898,page5
37,10977,page1
37,10991,page82
37,11011,page23
37,11023,page74
71,10585,page1
93,7459,page64
78,9106,page65
78,9298,page47
78,9327,page15
78,9330,page94
78,9333,page65
87,10962,page1
87,10982,page50
87,10984,page95
59,9820,page1
36,6894,page1
36,6911,page73
36,6923,page95
81,10589,page1
38,8627,page1
38,8644,page62
81,10769,page1
81,10781,page11
81,10803,page66
76,10742,page1
76,10768,page43
51,10401,page1
92,9017,page1
75,9717,page1
12,9269,page1
39,7994,page1
38,8761,page64
72,9978,page1
18,8738,page1
92,9072,page1
92,9074,page70
92,9091,page58
64,8188,page1
52,9404,page61
52,9418,page9
23,8986,page1
23,9002,page60
26,9645,page1
26,9646,page7
26,9652,page40
94,7147,page1
94,7157,page83
18,8801,page1
99,13000,page1
99,13028,page91
91,10167,page1
75,9898,page1
52,9524,page1
89,9512,page1
86,11715,page1
39,8068,page1
39,8095,page97
42,10022,page1
91,10279,page1
91,10293,page77
91,10317,page75
91,10322,page54
85,10985,page1
85,10989,page82
85,11009,page69
85,11030,page76
55,9881,page1
55,9904,page46
47,10481,page1
64,8230,page1
64,8250,page4
64,8268,page71
64,8272,page45
62,10537,page30
62,10540,page34
52,9655,page1
41,10143,page1
7,8059,page1
7,8062,page44
12,9443,page1
64,8301,page1
64,8327,page89
64,8348,page81
85,11161,page1
85,11169,page35
85,11174,page92
56,10836,page1
56,10846,page84
56,10871,page21
56,10898,page38
70,10599,page1
70,10617,page22
70,10624,page56
45,10364,page1
50,11604,page9
50,11620,page77
32,9839,page1
32,9843,page75
32,9851,page7
32,9855,page22
32,9868,page18
32,9871,page57
32,9887,page4
32,9889,page89
40,9767,page1
40,9785,page36
72,10109,page1
72,10127,page96
72,10136,page68
5,8435,page1
65,11337,page10
27,10054,page1
5,8464,page1
5,8479,page89
46,8860,page1
73,8268,page1
95,9337,page1
95,9360,page8
96,9231,page1
10,10883,page1
46,9006,page1
46,9023,page45
46,9029,page27
46,9042,page25
46,9051,page40
97,9313,page1
87,11081,page49
87,11081,page79
98,8855,page1
67,8185,page1
98,9012,page1
98,9029,page1
98,9047,page37
80,10589,page1
80,10603,page79
5,8589,page1
5,8601,page44
96,9244,page1
71,10601,page1
71,10604,page59
71,10604,page90
71,10631,page9
40,9913,page1
92,9268,page1
92,9286,page98
92,9311,page20
92,9340,page22
35,11114,page1
35,11139,page66
35,11155,page80
35,11178,page64
35,11189,page87
35,11212,page22
20,9553,page1
20,9562,page95
20,9581,page32
20,9607,page41
19,11478,page23
19,11490,page89
9,9540,page1
0,9403,page1
0,9411,page56
2,11617,page1
2,11629,page19
48,12479,page1
48,12505,page90
48,12521,page34
48,12535,page100
48,12549,page87
33,8709,page1
33,8717,page49
33,8730,page71
38,8850,page1
38,8856,page89
98,9219,page1
98,9238,page65
98,9247,page16
39,8151,page1
39,8172,page95
39,8183,page69
30,11016,page54
30,11045,page73
13,8029,page1
71,10805,page1
74,9428,page1
74,9438,page57
74,9458,page32
74,9473,page57
5,8606,page1
13,8029,page1
13,8050,page16
2,11813,page1
2,11821,page41
89,9672,page1
83,9174,page1
62,10737,page1
62,10750,page1
51,10430,page1
51,10431,page94
9,9587,page1
64,8523,page1
64,8542,page17
64,8565,page97
26,9810,page1
12,9624,page1
69,10242,page1
69,10242,page24
27,10200,page1
86,11726,page1
53,12012,page1
70,10662,page1
70,10666,page11
11,10234,page1
9,9763,page1
76,10981,page10
76,10985,page81
49,11090,page1
2,11933,page1
2,11941,page39
26,9810,page1
26,9820,page18
26,9827,page98
52,9672,page1
52,9691,page21
52,9702,page25
40,10072,page1
20,9676,page1
20,9702,page88
20,9726,page66
68,8937,page1
68,8953,page43
68,8959,page19
68,8959,page88
17,10708,page1
17,10799,page64
17,10814,page4
91,10330,page1
69,10307,page1
69,10324,page8
57,9559,page1
31,8291,page1
85,11220,page1
29,11096,page1
92,9386,page50
92,9411,page4
13,8062,page1
58,10593,page1
58,10595,page39
58,10608,page73
49,11209,page10
31,8307,page1
82,9520,page1
86,11855,page1
30,11205,page1
30,11219,page3
66,10428,page1
66,10456,page29
66,10483,page29
66,10495,page44
66,10508,page38
67,8211,page1
98,9376,page1
98,9392,page68
98,9411,page12
98,9412,page99
88,9797,page1
88,9819,page5
88,9915,page1
31,8470,page1
11,10336,page1
19,11670,page1
19,11677,page39
19,11691,page59
19,11706,page6
19,11717,page24
19,11728,page74
82,9686,page1
82,9691,page87
82,9695,page19
49,11382,page1
49,11405,page13
49,11417,page25
49,11442,page100
49,11455,page40
27,10321,page1
27,10323,page23
54,10286,page21
95,9480,page1
35,11249,page1
35,11275,page48
85,11394,page1
37,11057,page6
37,11066,page87
37,11079,page52
54,10387,page1
54,10401,page41
62,10817,page1
84,9131,page1
84,9136,page10
84,9148,page15
5,8622,page1
5,8638,page52
63,9184,page1
63,9189,page16
63,9217,page13
41,10207,page1
41,10209,page93
2,12037,page1
2,12057,page96
61,8834,page1
80,10758,page1
17,10967,page1
36,6976,page1
19,11761,page1
77,10525,page1
77,10536,page10
11,10606,page1
11,10627,page42
38,8897,page1
38,8901,page62
88,10087,page1
88,10107,page65
88,10121,page4
76,11055,page1
76,11070,page13
99,13037,page1
84,9357,page65
84,9359,page78
84,9377,page30
84,9398,page51
84,9402,page8
84,9431,page70
37,11263,page1
37,11272,page45
37,11281,page58
70,10818,page1
55,10082,page1
34,9623,page1
69,10359,page1
69,10384,page72
24,8988,page1
69,10411,page1
69,10429,page85
32,10021,page1
32,10027,page61
80,10883,page1
80,10907,page62
80,10913,page89
37,11391,page1
37,11397,page70
32,10040,page1
98,9591,page1
20,9880,page1
20,9930,page2
20,9934,page2
5,8829,page1
5,8836,page83
5,8861,page88
86,11864,page1
68,9216,page1
21,9998,page1
21,10004,page16
44,8277,page1
34,9754,page1
34,9762,page64
25,11910,page1
25,11919,page54
93,7541,page1
1,10875,page1
1,10886,page68
1,10896,page71
1,10911,page42
15,8568,page1
33,8743,page1
33,8913,page1
83,9278,page87
80,11095,page1
80,11115,page1
32,10206,page1
32,10228,page30
52,9898,page1
19,11798,page1
19,11814,page9
86,12030,page1
57,9710,page1
83,9297,page1
1,11053,page1
1,11244,page1
8,8393,page1
34,9817,page1
34,9846,page62
54,10567,page1
19,11910,page85
19,11934,page17
35,11290,page1
95,9535,page1
19,12136,page77
60,10211,page22
60,10233,page31
58,10680,page1
58,10683,page24
58,10685,page31
58,10710,page21
58,10724,page54
74,9885,page1
74,9908,page97
93,7668,page1
93,7669,page24
93,7672,page77
29,11180,page1
84,9467,page1
84,9484,page52
56,11115,page1
56,11132,page99
62,10903,page1
62,10912,page90
62,10931,page26
62,10957,page100
80,11249,page10
96,9345,page1
96,9349,page13
60,10363,page1
68,9331,page1
68,9346,page65
68,9370,page12
74,10107,page1
34,9963,page1
81,11163,page1
17,11128,page1
17,11148,page1
48,12580,page74
48,12606,page44
48,12611,page96
35,11348,page1
35,11375,page34
35,11402,page21
93,7844,page15
5,9000,page1
41,10348,page1
74,10255,page1
74,10273,page32
5,9182,page1
21,10026,page1
81,11293,page1
81,11314,page46
81,11318,page46
11,10788,page1
11,10809,page63
60,10427,page1
60,10447,page85
60,10466,page92
27,10434,page1
27,10444,page78
27,10454,page74
75,10051,page1
66,10676,page1
29,11302,page94
38,9041,page1
71,10952,page1
71,10976,page11
71,10993,page39
71,11001,page72
81,11401,page1
84,9531,page1
84,9558,page76
38,9114,page1
38,9136,page82
38,9143,page33
87,11156,page78
41,10385,page1
41,10388,page93
43,9928,page1
4,9931,page1
4,9981,page1
4,10000,page63
58,10902,page1
62,11155,page1
76,11198,page1
76,11215,page54
48,12662,page1
62,11181,page1
25,11925,page1
11,10894,page1
11,10901,page66
11,10926,page44
16,11040,page1
65,11341,page1
8,8471,page1
29,11451,page1
54,10649,page1
54,10668,page33
5,9376,page1
96,9522,page1
14,12110,page1
14,12125,page73
65,11441,page1
65,11468,page26
36,7074,page1
33,9131,page1
33,9154,page45
33,9166,page43
84,9696,page1
84,9717,page61
84,9732,page40
84,9744,page34
97,9408,page1
11,10936,page1
11,10957,page68
21,10026,page1
50,11904,page1
57,9857,page1
43,9930,page1
43,9958,page19
43,9969,page94
4,10027,page35
4,10031,page14
26,10009,page1
55,10151,page1
9,9916,page1
9,9917,page46
67,8324,page1
67,8334,page12
67,8346,page100
67,8355,page22
67,8364,page82
67,8366,page52
67,8382,page92
62,11288,page1
73,8530,page1
73,8546,page17
33,9232,page76
95,9674,page1
44,8279,page1
44,8281,page55
45,10549,page1
45,10555,page45
16,11137,page1
16,11148,page29
94,7263,page1
94,7271,page33
96,9638,page56
18,8923,page1
74,10362,page1
74,10363,page32
87,11334,page1
4,10071,page22
8,8633,page80
12,9696,page1
12,9711,page52
12,9722,page74
12,9746,page26
12,9772,page87
12,9775,page19
12,9800,page14
12,9808,page47
38,9199,page1
97,9484,page1
97,9513,page43
97,9533,page95
3,7334,page1
96,9826,page1
55,10346,page1
55,10351,page44
33,9236,page1
33,9258,page53
33,9287,page64
41,10533,page1
35,11513,page1
43,9984,page1
16,11192,page1
16,11197,page10
31,8776,page1
39,8438,page1
39,8443,page50
39,8456,page91
34,10138,page1
34,10139,page45
34,10151,page94
34,10176,page84
35,11706,page1
96,9834,page1
87,11533,page1
83,9376,page1
83,9402,page97
1,11697,page1
63,9255,page1
79,8677,page1
96,9880,page1
96,9893,page25
96,9910,page16
96,9934,page97
96,9935,page10
12,9927,page1
12,9929,page75
19,12257,page1
54,10816,page1
54,10827,page40
54,10827,page59
54,10849,page1
54,10866,page70
54,10876,page65
54,10901,page53
54,10913,page90
54,10919,page42
54,10929,page51
71,11171,page1
94,7431,page1
99,13178,page1
99,13196,page51
99,13197,page38
70,10889,page1
70,10915,page4
50,12038,page1
75,10066,page42
75,10083,page36
11,11156,page1
11,11169,page10
11,11176,page34
24,9157,page65
4,10247,page1
70,10988,page1
70,10988,page68
94,7544,page1
94,7547,page69
25,12082,page1
68,9424,page1
8,8679,page1
58,10937,page1
27,10637,page52
41,10658,page1
4,10253,page1
29,11638,page1
29,11656,page55
84,9939,page1
91,10469,page1
21,10214,page1
58,11070,page1
58,11086,page71
58,11098,page100
55,10445,page1
55,10448,page21
61,8844,page1
18,8979,page1
18,9008,page18
42,10176,page1
42,10204,page51
62,11513,page1
7,8074,page1
25,12285,page78
18,9027,page1
18,9050,page63
75,10261,page1
34,10268,page1
57,10022,page1
57,10048,page78
57,10061,page5
57,10073,page60
57,10098,page16
71,11364,page1
14,12208,page1
14,12217,page96
86,12461,page1
42,10291,page1
4,10429,page1
4,10430,page97
4,10452,page52
6,10800,page1
68,9608,page1
68,9612,page97
91,10536,page1
91,10562,page82
79,8744,page1
45,10668,page1
45,10675,page54
45,10675,page38
40,10128,page1
40,10155,page60
73,8609,page1
73,8625,page60
73,8627,page54
73,8631,page39
73,8658,page88
41,10694,page1
50,12181,page1
50,12201,page53
50,12212,page82
79,8904,page1
79,8926,page58
40,10262,page1
63,9435,page35
47,10558,page1
43,10051,page97
41,10843,page1
41,10870,page41
41,10882,page91
78,9566,page1
20,10018,page1
89,9729,page45
89,9741,page70
89,9742,page60
89,9830,page1
54,11062,page1
63,9531,page1
11,11299,page1
11,11315,page37
11,11338,page31
40,10296,page1
61,8992,page1
61,9020,page54
61,9040,page44
8,8700,page1
48,12932,page90
48,12941,page75
48,12941,page11
48,12945,page21
50,12289,page1
2,12227,page1
2,12250,page42
4,10464,page1
4,10480,page37
4,10496,page64
13,8205,page1
13,8224,page3
13,8230,page4
13,8259,page79
63,9709,page1
63,9732,page39
67,8382,page1
67,8392,page33
88,10212,page1
93,7975,page1
93,7977,page98
93,7999,page62
93,8013,page34
93,8038,page50
93,8067,page6
93,8072,page20
49,11655,page1
49,11679,page30
13,8379,page1
21,10257,page1
21,10282,page20
84,9964,page1
84,9964,page68
49,11726,page1
49,11742,page65
49,11766,page21
49,11785,page98
19,12411,page1
31,8855,page1
83,9544,page1
61,9123,page1
5,9535,page1
5,9535,page44
57,10203,page1
57,10229,page23
57,10237,page49
57,10243,page25
57,10245,page61
57,10262,page44
71,11434,page1
71,11435,page45
71,11457,page9
58,11294,page1
58,11318,page7
44,8389,page1
44,8398,page12
37,11485,page14
37,11488,page64
37,11493,page63
37,11512,page92
91,10636,page31
85,11680,page1
85,11701,page63
85,11729,page18
63,9925,page1
81,11579,page95
81,11585,page32
33,9480,page70
77,10722,page1
77,10722,page81
19,12539,page1
4,10573,page1
4,10601,page24
4,10607,page1
7,8247,page1
89,9969,page1
89,9974,page27
89,9981,page92
41,10990,page16
16,11261,page1
16,11276,page7
64,8660,page1
64,8680,page19
64,8704,page8
64,8711,page41
64,8729,page13
72,10268,page1
72,10270,page19
72,10287,page9
72,10298,page1
66,10823,page16
38,9376,page1
38,9396,page93
63,10074,page1
63,10099,page68
23,9035,page1
61,9174,page1
61,9179,page79
55,10525,page1
86,12585,page1
87,11635,page1
15,8680,page1
81,11633,page1
50,12326,page1
73,8680,page1
73,8688,page67
73,8702,page53
73,8727,page71
39,8612,page1
89,10143,page1
89,10151,page48
23,9200,page1
23,9204,page85
23,9226,page34
35,11866,page1
51,10727,page63
51,10728,page22
92,9493,page1
44,8467,page1
90,11436,page91
94,7580,page42
94,7587,page99
94,7615,page44
94,7631,page42
94,7631,page61
74,10370,page1
74,10375,page46
74,10386,page84
23,9302,page1
5,9588,page8
5,9593,page26
5,9602,page81
5,9618,page71
70,11062,page1
62,11538,page1
32,10387,page1
24,9179,page1
55,10721,page68
55,10743,page55
6,10855,page1
6,10869,page56
6,10883,page13
35,11992,page1
81,11809,page1
81,11809,page97
81,11822,page77
81,11846,page75
81,11851,page80
86,12645,page1
86,12658,page61
78,9572,page1
78,9600,page85
78,9610,page13
78,9638,page13
86,12685,page1
86,12685,page22
86,12696,page5
86,12709,page94
37,11556,page1
84,10130,page1
36,7079,page1
36,7102,page62
36,7107,page54
36,7118,page67
98,9711,page1
98,9733,page87
10,11150,page1
10,11177,page93
86,12894,page1
35,11995,page1
35,12018,page78
35,12026,page67
35,12027,page76
35,12033,page61
80,11431,page1
80,11440,page2
80,11467,page31
70,11096,page1
7,8439,page1
7,8468,page69
24,9256,page1
49,11913,page1
93,8122,page1
93,8123,page39
65,11703,page1
65,11714,page37
65,11725,page5
65,11741,page6
70,11132,page1
23,9401,page1
12,10113,page7
12,10127,page63
12,10151,page35
41,11075,page1
41,11083,page42
43,10195,page1
17,11333,page1
17,11340,page63
89,10187,page1
56,11280,page1
49,12034,page13
53,12020,page1
53,12039,page14
54,11145,page1
54,11164,page73
92,9515,page1
92,9541,page36
92,9567,page60
92,9578,page71
92,9599,page10
24,9414,page1
24,9421,page29
20,10243,page59
20,10270,page57
20,10289,page43
20,10318,page79
58,11440,page1
1,11784,page1
90,11475,page1
90,11478,page81
88,10373,page1
50,12340,page1
50,12365,page32
0,9680,page1
0,9706,page20
0,9721,page24
0,9742,page17
0,9752,page32
0,9772,page64
66,11013,page1
66,11028,page89
69,10579,page1
69,10584,page53
69,10584,page68
73,8890,page1
73,8893,page53
93,8258,page1
63,10203,page1
7,8641,page1
63,10252,page1
84,10169,page1
90,11619,page1
95,9847,page1
99,13307,page1
63,10426,page1
63,10451,page52
97,9656,page1
97,9674,page70
97,9691,page64
97,9692,page75
8,8817,page1
99,13428,page1
72,10319,page1
63,10541,page1
39,8793,page1
39,8802,page92
40,10490,page1
38,9518,page1
50,12542,page1
50,12545,page89
97,9823,page1
82,9891,page82
40,10629,page1
82,9928,page1
82,9942,page52
82,9955,page82
82,9957,page60
82,9963,page39
26,10179,page1
26,10180,page38
26,10197,page81
26,10202,page13
55,10770,page4
12,10205,page90
12,10218,page57
12,10242,page91
77,10834,page1
77,10844,page97
77,10859,page93
33,9620,page1
33,9637,page48
33,9658,page35
33,9666,page9
87,11704,page1
87,11728,page44
64,8849,page1
64,8862,page100
35,12129,page1
15,8808,page1
7,8676,page23
72,10384,page1
52,10025,page1
52,10034,page46
80,11489,page1
80,11508,page10
32,10422,page1
32,10442,page12
32,10449,page35
37,11617,page1
37,11632,page75
50,12728,page1
50,12734,page27
50,12760,page64
50,12789,page82
87,11888,page1
87,11909,page31
87,11929,page38
17,11430,page1
11,11399,page26
11,11423,page86
11,11428,page6
11,11600,page1
72,10488,page1
67,8570,page1
55,10840,page1
55,10864,page51
41,11099,page1
41,11126,page74
41,11144,page57
41,11168,page45
19,12570,page1
48,13292,page20
48,13314,page33
48,13322,page64
6,11177,page1
6,11177,page79
6,11203,page69
6,11211,page75
6,11211,page93
85,11807,page1
88,10462,page1
88,10482,page62
88,10498,page21
88,10523,page46
72,10637,page1
8,8825,page1
8,8830,page51
8,8856,page25
71,11506,page1
93,8368,page1
53,12219,page1
53,12235,page76
98,9787,page1
10,11231,page1
8,9046,page1
8,9053,page59
50,12988,page1
50,13012,page9
50,13031,page25
89,10196,page1
89,10209,page67
36,7281,page1
36,7308,page55
58,11622,page1
58,11650,page36
58,11675,page68
82,9981,page1
82,9989,page27
82,9991,page56
82,10002,page72
82,10017,page92
20,10473,page1
40,10775,page1
40,10775,page89
90,11691,page1
53,12386,page1
11,11675,page1
1,11969,page1
15,8884,page26
15,8894,page34
15,8918,page3
15,8925,page62
15,8949,page28
15,8958,page16
61,9196,page1
87,12098,page1
23,9533,page1
23,9558,page75
23,9586,page44
23,9610,page1
94,7640,page1
94,7644,page75
66,11133,page1
66,11154,page100
79,9104,page1
79,9129,page11
79,9157,page65
59,9849,page1
15,9062,page1
15,9073,page30
15,9088,page46
56,11411,page1
26,10232,page82
40,10871,page1
93,8468,page1
93,8482,page91
81,11912,page1
15,9149,page1
15,9167,page75
15,9183,page67
33,9823,page1
33,9849,page82
59,9985,page1
59,9992,page56
59,9997,page78
59,10012,page13
45,10679,page1
45,10681,page42
51,10757,page1
51,10786,page61
51,10800,page71
51,10804,page82
51,10806,page13
51,10830,page55
51,10838,page94
42,10362,page1
42,10391,page84
42,10391,page89
42,10418,page74
42,10447,page63
42,10451,page62
56,11587,page1
87,12223,page1
87,12238,page59
87,12244,page43
87,12259,page56
27,10823,page1
27,10827,page63
20,10555,page1
41,11208,page1
41,11231,page28
41,11237,page88
41,11255,page8
41,11279,page26
41,11283,page24
41,11300,page56
18,9100,page1
23,9664,page46
23,9678,page68
69,10644,page7
65,11919,page1
65,11931,page38
35,12230,page1
35,12239,page68
35,12247,page4
43,10314,page1
7,8777,page1
4,10790,page1
4,10806,page53
4,10815,page19
9,10077,page1
96,9964,page1
83,9696,page1
83,9712,page15
83,9739,page4
83,9747,page25
45,10694,page1
69,10796,page1
69,10813,page21
69,10821,page46
69,10846,page32
35,12443,page1
6,11334,page1
6,11348,page15
22,8801,page1
22,8804,page100
22,8824,page84
29,11722,page1
29,11741,page28
29,11743,page23
50,13204,page1
50,13213,page2
22,8954,page1
79,9371,page1
78,9795,page1
87,12424,page1
87,12428,page94
87,12443,page90
87,12464,page21
87,12490,page65
65,12049,page1
96,10079,page1
96,10085,page53
44,8590,page1
70,11439,page1
70,11450,page85
70,11479,page28
70,11489,page84
99,13454,page1
99,13467,page43
99,13480,page34
73,8958,page95
73,8964,page86
73,8976,page83
62,11676,page1
62,11693,page33
62,11697,page72
87,12638,page1
87,12656,page45
61,9321,page1
26,10427,page34
84,10191,page1
42,10643,page1
42,10663,page74
42,10666,page85
85,11949,page1
85,11974,page13
85,11998,page25
85,12002,page41
90,11867,page88
90,11867,page15
90,11894,page98
26,10565,page1
44,8788,page1
1,12154,page1
1,12182,page65
1,12189,page69
1,12196,page11
69,10994,page82
69,11023,page2
69,11044,page21
69,11051,page71
89,10339,page1
64,9056,page1
64,9079,page54
73,9107,page1
31,9014,page1
87,12854,page48
43,10420,page1
43,10420,page42
12,10374,page1
12,10376,page23
6,11401,page1
83,9816,page1
7,8911,page1
40,11011,page1
50,13221,page1
16,11386,page1
2,12313,page1
2,12333,page7
1,12382,page1
1,12385,page39
1,12395,page90
1,12418,page49
17,11513,page1
58,11762,page1
98,9862,page1
11,11732,page1
8,9261,page1
8,9287,page29
8,9300,page61
50,13284,page1
50,13303,page89
61,9433,page93
73,9187,page1
73,9194,page83
78,9867,page1
16,11579,page1
96,10124,page1
40,11118,page1
80,11577,page1
80,11590,page4
74,10616,page7
74,10627,page48
1,12594,page1
1,12614,page76
1,12640,page13
1,12644,page27
1,12670,page8
1,12680,page7
1,12694,page28
35,12564,page1
35,12572,page90
35,12577,page5
82,10082,page1
54,11327,page1
54,11339,page9
54,11358,page83
54,11360,page59
54,11368,page30
54,11375,page32
0,9774,page1
0,9776,page99
0,9802,page58
87,12936,page1
57,10307,page1
2,12515,page1
